time,ax,ay,az,atotal
6.516,-0.02,0.04,0.21,0.21
6.526,-0.02,0.01,-0.21,0.21
6.535,-0.02,0.01,-0.32,0.32
6.545,-0.02,0.03,0.02,0.05
6.555,-0.03,0.04,0.28,0.29
6.565,-0.02,0.03,0.09,0.1
6.575,-0.03,0.01,-0.2,0.2
6.585,-0.03,0.02,-0.21,0.22
6.595,-0.02,0.03,0.08,0.08
6.605,-0.02,0.04,0.21,0.21
6.615,-0.02,0.02,0.03,0.04
6.625,-0.03,0.01,-0.19,0.2
6.635,-0.03,0.03,-0.14,0.15
6.645,-0.03,0.04,0.09,0.1
6.655,0,0.07,-0.14,0.16
6.665,0.22,0.82,-1.24,1.5
6.675,0.86,2.59,0.62,2.8
6.685,-1.31,0.22,1.14,1.75
6.695,-0.38,-2.93,0.86,3.08
6.705,0.48,-1.37,-0.67,1.6
6.715,-0.09,0.74,-1.16,1.38
6.725,-0.03,-0.03,-0.27,0.27
6.735,-0.02,0.07,0.94,0.94
6.745,-0.01,0.06,0.97,0.97
6.755,-0.02,-0.05,-0.24,0.25
6.764,-0.01,0.01,-0.95,0.95
6.774,-0.01,0.07,-0.39,0.4
6.784,-0.01,0.05,0.5,0.5
6.795,-0.02,0.05,0.68,0.69
6.804,-0.02,0.03,-0.06,0.07
6.814,-0.02,-0.07,-0.67,0.68
6.824,-0.03,0.07,-0.37,0.38
6.834,-0.02,0.03,0.25,0.25
6.844,-0.02,0.05,0.48,0.48
6.854,-0.02,0.02,0.01,0.03
6.864,-0.02,0,-0.38,0.38
6.874,-0.02,0.02,-0.23,0.23
6.884,-0.02,0.04,0.2,0.21
6.894,-0.02,0.04,0.28,0.28
6.904,-0.03,0.02,-0.03,0.05
6.914,-0.03,0.02,-0.26,0.26
6.924,-0.02,0.02,-0.12,0.12
6.934,-0.04,0.04,0.16,0.17
6.944,-0.03,0.04,0.15,0.16
6.954,-0.03,0.02,-0.08,0.09
6.964,-0.02,0.01,-0.18,0.18
6.974,-0.02,0.03,-0.01,0.04
6.984,-0.02,0.03,0.15,0.15
6.994,-0.03,0.03,0.04,0.06
7.003,-0.03,0.02,-0.13,0.13
7.013,-0.02,0.02,-0.11,0.12
7.024,-0.02,0.03,0.05,0.06
7.033,0.03,0.08,-0.06,0.1
7.043,0.02,0.1,-1.3,1.3
7.053,-0.14,0.17,0.02,0.22
7.063,-0.03,-0.38,1.73,1.77
7.073,0.04,0.18,1.37,1.38
7.083,-0.03,0.02,-1.03,1.03
7.093,-0.04,-0.04,-1.66,1.66
7.103,-0.01,0,-0.56,0.56
7.113,-0.03,0.08,1.34,1.34
7.123,-0.03,0.07,1.42,1.42
7.133,-0.01,0,-0.23,0.23
7.143,-0.03,0.01,-1.41,1.41
7.153,-0.04,0.01,-0.65,0.65
7.163,-0.02,0.05,0.61,0.61
7.173,-0.03,0.08,1.03,1.04
7.183,-0.02,0.03,0.05,0.06
7.193,-0.02,-0.04,-0.89,0.89
7.203,-0.03,-0.02,-0.58,0.58
7.213,-0.03,0.07,0.3,0.31
7.223,-0.03,0.06,0.7,0.71
7.233,-0.03,0.03,0.12,0.13
7.243,-0.02,0,-0.52,0.52
7.252,-0.02,0.01,-0.41,0.41
7.263,-0.02,0.04,0.2,0.2
7.272,-0.02,0.05,0.45,0.45
7.282,-0.02,0.02,0.06,0.07
7.292,-0.01,0.01,-0.33,0.33
7.302,-0.02,0.02,-0.24,0.24
7.312,-0.02,0.03,0.16,0.17
7.322,-0.01,0.04,0.28,0.28
7.332,-0.01,0.03,-0.02,0.03
7.342,-0.02,0.02,-0.27,0.28
7.352,0.17,0.09,-0.47,0.5
7.362,-0.23,0.35,-1.82,1.86
7.372,0.45,0.52,2.23,2.33
7.382,-0.63,-1.17,1.48,1.99
7.392,0.13,0.22,0.49,0.55
7.402,-0.02,0.12,-1.94,1.94
7.412,0,0.01,-1.29,1.29
7.422,-0.03,-0.01,0.17,0.17
7.432,-0.02,0.16,1.82,1.83
7.442,-0.05,0,0.72,0.73
7.452,0.01,-0.03,-0.93,0.93
7.462,-0.04,0.01,-1.28,1.28
7.472,-0.01,0.02,0.03,0.04
7.482,-0.02,0.06,0.91,0.91
7.491,-0.03,0.06,0.64,0.65
7.502,0,0.01,-0.51,0.51
7.511,-0.03,-0.03,-0.85,0.85
7.521,-0.03,0.03,-0.11,0.12
7.531,-0.02,0.05,0.61,0.62
7.541,-0.03,0.04,0.45,0.45
7.551,-0.02,0.01,-0.28,0.29
7.561,-0.03,0,-0.53,0.53
7.571,-0.02,0.03,-0.06,0.07
7.581,-0.03,0.05,0.41,0.41
7.591,-0.03,0.03,0.22,0.23
7.601,-0.02,0.02,-0.21,0.22
7.611,-0.02,0.01,-0.34,0.34
7.621,0.03,0.13,-0.24,0.27
7.631,0.06,0.24,-1.04,1.07
7.641,-0.26,0.21,0.76,0.83
7.651,0.05,-0.66,1.45,1.59
7.661,0.04,0.35,1.02,1.08
7.671,-0.05,-0.06,-1.24,1.24
7.681,-0.04,-0.07,-1.49,1.49
7.691,-0.01,0.01,-0.24,0.24
7.701,-0.02,0.09,1.23,1.23
7.711,-0.03,0.05,1.02,1.02
7.721,0,0.01,-0.4,0.4
7.731,-0.02,-0.02,-1.13,1.13
7.741,-0.02,0.03,-0.29,0.3
7.75,-0.02,0.06,0.58,0.59
7.761,-0.02,0.05,0.68,0.68
7.77,-0.03,0.02,-0.17,0.18
7.78,-0.02,-0.16,-0.66,0.68
7.79,-0.01,0.12,-0.26,0.29
7.8,-0.02,0.08,0.37,0.38
7.81,-0.02,0.03,0.41,0.42
7.82,-0.02,0.01,-0.1,0.1
7.83,-0.02,0.02,-0.38,0.38
7.84,-0.02,0.03,-0.13,0.13
7.85,-0.01,0.03,0.26,0.26
7.86,-0.01,0.05,0.09,0.1
7.87,0.12,0.22,-1.3,1.32
7.88,0.24,1.19,-0.35,1.26
7.89,-0.71,-0.35,1.74,1.92
7.9,0.3,-1.54,1.78,2.38
7.91,0.02,0.8,-0.64,1.03
7.92,-0.1,-0.21,-1.97,1.98
7.93,0.02,-0.05,-0.94,0.94
7.94,-0.04,0.06,0.95,0.95
7.95,-0.03,0.14,1.71,1.71
7.96,0,-0.01,0.17,0.17
7.97,-0.01,-0.09,-1.41,1.41
7.979,-0.01,-0.08,-0.9,0.91
7.989,-0.03,0.1,0.33,0.34
7.999,-0.04,0.08,1.1,1.1
8.007,-0.04,-0.14,0.33,0.37
8.017,-0.03,-0.05,-0.75,0.75
8.027,0.02,0.31,-0.74,0.8
8.037,-0.09,-0.17,0.14,0.24
8.047,0.06,0.29,0.66,0.72
8.057,0.09,-0.66,-0.37,0.77
8.067,-0.04,0.72,-0.35,0.8
8.077,-0.3,0.71,-0.2,0.79
8.087,0.16,-0.6,1.26,1.4
8.097,0,-0.12,0.54,0.56
8.106,-0.06,0,-0.6,0.61
8.116,0,-0.11,-0.96,0.97
8.126,-0.01,0.16,-0.2,0.25
8.136,-0.05,0.14,0.77,0.79
8.146,-0.03,0.02,0.62,0.62
8.156,-0.01,0.02,-0.34,0.34
8.166,-0.03,0.03,-0.73,0.73
8.176,-0.03,0.1,-0.23,0.25
8.186,-0.02,-0.07,0.46,0.47
8.196,-0.02,0.06,0.5,0.5
8.206,-0.01,0.02,-0.14,0.15
8.216,-0.02,0,-0.54,0.54
8.226,-0.01,0,-0.42,0.42
8.236,0.04,0.15,-0.4,0.43
8.246,0.39,0.42,0.95,1.11
8.256,-0.89,-0.27,0.33,0.99
8.266,0.45,-0.21,0.58,0.76
8.276,-0.14,-0.07,-0.44,0.47
8.286,0.01,0.08,-0.63,0.64
8.296,-0.02,0.02,-0.25,0.25
8.306,-0.01,0.09,0.42,0.43
8.316,-0.03,0.03,0.49,0.49
8.326,-0.01,0.01,-0.15,0.15
8.335,-0.02,-0.08,-0.45,0.46
8.345,-0.09,-0.89,-0.24,0.92
8.355,-0.37,-1.82,0.23,1.87
8.365,-0.48,-2.48,0.27,2.54
8.375,0.1,-2.23,-0.15,2.24
8.385,0.55,1.25,-0.23,1.38
8.397,0.35,2.69,-0.87,2.84
8.406,0.29,2.78,0.09,2.8
8.416,-0.6,1.67,1.56,2.36
8.426,-0.04,-0.8,1.05,1.32
8.436,0.08,0.15,-0.83,0.85
8.446,-0.07,-0.03,-1.43,1.43
8.456,0,0.03,-0.51,0.51
8.466,-0.04,0.11,1,1.01
8.476,-0.02,0.07,1.06,1.06
8.486,0.01,-0.01,-0.23,0.23
8.496,-0.01,0.03,-1.13,1.13
8.506,-0.04,-0.07,-0.42,0.43
8.516,-0.02,0.05,0.53,0.53
8.526,-0.02,0.07,0.77,0.77
8.536,-0.02,0.04,-0.05,0.06
8.546,0,-0.04,-0.68,0.68
8.556,-0.01,-0.01,-0.49,0.49
8.566,-0.01,0.26,-1.01,1.05
8.576,0.06,0.96,1.37,1.68
8.586,-0.13,-0.84,1.26,1.51
8.596,-0.01,-0.37,0.49,0.61
8.606,-0.02,0.26,-1.4,1.42
8.616,-0.03,-0.11,-1,1
8.626,-0.01,0.02,-0.04,0.04
8.636,-0.04,0.11,1.27,1.28
8.645,-0.02,0.03,0.58,0.59
8.655,0,0.01,-0.6,0.6
8.666,-0.05,-0.02,-0.99,0.99
8.675,-0.13,-0.16,-0.07,0.21
8.685,-0.29,-0.58,0.61,0.89
8.695,0.01,-0.41,0.43,0.59
8.705,0.57,1.37,-0.78,1.68
8.715,-0.2,0.03,-1,1.02
8.725,-0.05,0.2,0.75,0.78
8.735,-0.01,-0.25,1.51,1.53
8.745,0,0.08,0.49,0.5
8.755,-0.02,0.01,-0.95,0.95
8.765,-0.03,-0.01,-1.12,1.12
8.775,-0.02,0.03,-0.07,0.08
8.785,-0.03,0.08,0.96,0.96
8.795,-0.01,0.08,0.5,0.5
8.805,-0.02,0.08,-0.56,0.57
8.815,-0.02,-0.11,-0.74,0.75
8.825,-0.01,0.01,-0.02,0.03
8.835,-0.02,0.05,0.59,0.59
8.845,-0.02,0.04,0.37,0.37
8.855,-0.02,0.01,-0.31,0.31
8.865,-0.03,-0.01,-0.51,0.51
8.874,-0.03,0.04,-0.01,0.05
8.884,-0.02,0.05,0.39,0.4
8.895,0.11,0.2,-0.43,0.49
8.904,-0.06,-0.08,-1.31,1.31
8.914,-0.02,1.58,1.19,1.98
8.924,-0.22,-1.56,1.83,2.41
8.934,0.14,-0.22,0.43,0.51
8.944,-0.08,0.29,-1.64,1.66
8.954,-0.02,-0.1,-1.39,1.4
8.965,0,0.01,0.09,0.1
8.974,-0.04,0.14,1.58,1.58
8.984,-0.02,0.03,0.85,0.85
8.994,0,-0.01,-0.9,0.9
9.004,-0.03,-0.07,-1.2,1.21
9.014,-0.01,0.04,-0.14,0.14
9.024,-0.04,0.1,0.88,0.89
9.034,-0.03,0.07,0.78,0.78
9.044,-0.02,0,-0.35,0.35
9.054,-0.04,-0.13,-0.9,0.91
9.064,-0.22,-0.74,-0.31,0.83
9.074,0.02,-0.19,-0.16,0.25
9.084,0.2,1.64,0.31,1.69
9.094,-0.11,-0.4,0.53,0.67
9.104,0.02,-0.09,0.71,0.72
9.114,-0.04,0.05,-0.33,0.34
9.124,-0.02,-0.01,-0.4,0.41
9.133,-0.03,0.03,-0.35,0.36
9.143,-0.03,0.04,0.39,0.39
9.153,-0.03,0.02,0.42,0.42
9.163,-0.02,0.03,-0.05,0.06
9.173,-0.03,0.02,-0.5,0.5
9.183,0,0.15,-0.31,0.34
9.193,-0.05,-0.02,0.14,0.15
9.203,-0.02,-0.04,0.34,0.34
9.213,-0.02,0.03,0.02,0.04
9.223,-0.02,0.01,-0.26,0.26
9.233,-0.03,0.02,-0.19,0.19
9.243,-0.02,0.03,0.13,0.13
9.253,-0.02,0.03,0.19,0.19
9.263,-0.02,0.02,0,0.03
9.273,-0.02,0.02,-0.18,0.19
9.283,-0.02,0.02,-0.11,0.11
9.293,-0.02,0.07,-0.03,0.08
9.303,0.01,0.08,-0.67,0.68
9.313,-0.07,0.47,0.21,0.52
9.323,-0.03,-0.54,0.76,0.93
9.333,0.03,0.01,0.69,0.69
9.343,-0.04,0.06,-0.62,0.63
9.353,-0.03,-0.05,-0.77,0.78
9.363,-0.02,0.03,-0.19,0.19
9.373,-0.01,0.07,0.75,0.75
9.382,-0.02,0.05,0.68,0.68
9.392,-0.01,-0.01,-0.15,0.15
9.402,-0.02,0,-0.66,0.66
9.412,-0.02,0.01,-0.28,0.28
9.422,-0.02,0.04,0.25,0.26
9.432,0,0.06,0.36,0.37
9.442,-0.03,0.04,-0.08,0.1
9.452,-0.05,0,-0.38,0.39
9.462,-0.02,0.01,-0.16,0.17
9.472,-0.03,0.04,0.2,0.21
9.482,-0.02,0.03,0.23,0.23
9.492,-0.02,0.02,-0.07,0.07
9.502,-0.02,0.01,-0.22,0.22
9.512,-0.02,0.02,-0.08,0.09
9.522,-0.01,0.04,0.15,0.16
9.532,-0.02,0.04,0.11,0.12
9.542,-0.02,0.02,-0.07,0.08
9.552,-0.02,-0.03,-0.21,0.21
9.562,0.05,0.1,-0.94,0.95
9.572,0.48,0.53,0,0.72
9.581,0.32,0.2,1.32,1.37
9.592,-1.43,-1.02,0.78,1.92
9.602,0.49,0.41,-0.22,0.68
9.611,-0.1,-0.11,-1.18,1.19
9.621,-0.01,0,-0.55,0.55
9.632,-0.02,0.06,0.63,0.63
9.641,-0.03,0.07,0.91,0.91
9.651,-0.01,0.01,0.15,0.15
9.661,-0.02,0,-0.81,0.81
9.671,-0.03,-0.01,-0.48,0.48
9.681,-0.01,0.04,0.16,0.16
9.691,-0.03,0.05,0.55,0.56
9.701,-0.03,0,0.11,0.11
9.711,-0.01,-0.03,-0.43,0.43
9.721,-0.01,0,-0.34,0.34
9.731,-0.03,0.04,0.14,0.15
9.741,-0.09,0.05,0.36,0.38
9.751,0.02,0.07,0.02,0.07
9.761,0.01,0.01,-0.3,0.3
9.771,0,0.02,-0.18,0.18
9.781,-0.02,0.04,0.14,0.15
9.791,0,0.02,0.06,0.06
9.801,-0.01,0.03,-0.72,0.73
9.811,0.11,0.11,0.1,0.18
9.821,-0.2,-0.09,0.57,0.61
9.831,0.03,0.09,0.69,0.7
9.84,-0.03,-0.01,-0.23,0.24
9.851,-0.01,-0.01,-0.71,0.71
9.86,-0.02,0.01,-0.23,0.23
9.87,-0.02,0.06,0.54,0.54
9.88,-0.02,0.05,0.59,0.59
9.89,-0.02,0.01,-0.07,0.07
9.9,-0.02,0,-0.56,0.56
9.91,-0.02,0,-0.3,0.3
9.92,-0.02,0.04,0.21,0.21
9.93,-0.04,0.02,0.36,0.36
9.94,-0.01,0.01,-0.05,0.05
9.951,-0.04,0.01,-0.36,0.36
9.96,-0.02,0.04,-0.18,0.18
9.97,-0.01,0.04,0.18,0.18
9.98,-0.01,0.04,0.24,0.25
9.99,-0.02,0.02,-0.05,0.05
10,-0.01,0.01,-0.24,0.24
10.01,-0.03,0.02,-0.1,0.11
10.02,-0.02,0.03,0.14,0.14
10.03,-0.02,0.03,0.07,0.07
10.04,0.02,-0.02,-0.58,0.58
10.05,0.03,-0.01,-0.26,0.26
10.06,-0.07,0.08,0.47,0.48
10.07,-0.05,0.07,0.91,0.91
10.08,-0.01,0.02,0.04,0.04
10.089,-0.03,-0.02,-0.73,0.73
10.099,-0.02,-0.02,-0.55,0.55
10.11,-0.02,0.04,0.27,0.27
10.12,-0.03,0.05,0.75,0.75
10.13,-0.01,0.03,0.18,0.18
10.139,-0.03,0,-0.51,0.51
10.15,-0.03,0,-0.45,0.45
10.159,-0.02,0.03,0.12,0.12
10.169,-0.02,0.04,0.46,0.47
10.179,-0.03,0.02,0.13,0.13
10.189,-0.02,0,-0.32,0.32
10.199,-0.03,0.02,-0.32,0.32
10.209,-0.05,0.04,0.07,0.09
10.219,0,0.01,0.27,0.27
10.229,-0.03,0.02,0.05,0.06
10.239,-0.03,0.02,-0.21,0.21
10.249,-0.02,0.03,-0.16,0.17
10.259,-0.02,0.03,0.11,0.11
10.269,-0.02,0.03,0.15,0.16
10.279,-0.03,0.03,-0.05,0.06
10.289,-0.02,0.01,-0.23,0.24
10.299,-0.02,0,-0.35,0.35
10.309,0.01,0,-0.46,0.46
10.319,-0.05,0.07,0.72,0.72
10.329,-0.04,0.08,0.84,0.84
10.338,0.02,0,0.26,0.26
10.349,-0.04,0,-0.85,0.85
10.358,-0.02,-0.01,-0.71,0.71
10.368,-0.02,0.02,0.18,0.18
10.378,-0.02,0.06,0.77,0.78
10.388,-0.03,0.03,0.33,0.33
10.398,-0.02,0,-0.46,0.46
10.408,-0.03,-0.01,-0.54,0.54
10.418,-0.03,0.03,0.07,0.08
10.428,-0.03,0.05,0.43,0.44
10.438,-0.02,0.02,0.2,0.2
10.448,-0.01,0.02,-0.29,0.29
10.458,-0.02,0,-0.35,0.35
10.468,-0.02,0.02,0.03,0.04
10.478,-0.02,0.03,0.26,0.27
10.488,-0.03,0.03,0.09,0.09
10.498,-0.03,0.01,-0.2,0.2
10.508,-0.02,0.02,-0.18,0.18
10.518,-0.02,0.03,0.08,0.09
10.528,-0.03,0.03,0.17,0.18
10.538,-0.02,0.02,-0.02,0.03
10.548,-0.02,0.01,-0.2,0.2
10.558,-0.02,0,-0.28,0.28
10.567,-0.01,0,-0.1,0.1
10.578,-0.03,0.07,0.38,0.39
10.588,-0.02,0.06,0.43,0.44
10.597,-0.01,0.01,-0.07,0.07
10.608,-0.02,0,-0.45,0.45
10.618,-0.01,0.01,-0.25,0.25
10.627,-0.02,0.03,0.26,0.26
10.637,-0.03,0.05,0.35,0.35
10.647,-0.02,0.02,-0.01,0.03
10.657,-0.03,0,-0.32,0.32
10.667,-0.02,0.01,-0.15,0.15
10.677,-0.02,0.03,0.19,0.19
10.687,-0.03,0.04,0.18,0.19
10.697,-0.02,0.01,-0.07,0.08
10.707,-0.02,0.01,-0.23,0.23
10.717,-0.02,0.02,-0.07,0.07
10.727,-0.02,0.03,0.12,0.13
10.737,-0.02,0.02,0.08,0.09
10.747,-0.02,0.02,-0.11,0.11
10.757,-0.02,0.02,-0.13,0.13
10.767,-0.03,0.02,0.02,0.04
10.777,-0.02,0.03,0.11,0.11
10.787,-0.02,0.02,-0.01,0.03
10.797,-0.02,0.02,-0.12,0.12
10.807,-0.02,0.02,-0.04,0.05
10.817,-0.02,0.03,0.07,0.08
10.826,-0.02,0.02,0.07,0.08
10.836,-0.02,0.02,-0.04,0.05
10.846,-0.01,0.02,-0.1,0.11
10.856,-0.02,0.02,-0.03,0.05
10.866,-0.02,0.03,0.07,0.07
10.876,-0.02,0.02,0.05,0.06
10.886,-0.02,0.02,-0.05,0.06
10.896,-0.02,0.02,-0.08,0.09
10.906,-0.02,0.02,-0.01,0.03
10.916,-0.02,0.02,0.06,0.06
10.926,-0.03,0.02,0.03,0.04
10.936,-0.02,0.02,-0.05,0.06
10.946,-0.02,0.02,-0.06,0.07
10.956,-0.02,0.03,0,0.03
10.966,-0.02,0.03,0.04,0.05
10.976,-0.02,0.01,0.01,0.02
10.986,-0.02,0.02,-0.05,0.06
10.996,-0.03,0.01,-0.05,0.06
11.006,-0.02,0.02,0,0.03
11.016,-0.01,0.03,0.03,0.04
11.026,-0.01,0.02,-0.01,0.02
11.036,-0.01,0.02,-0.05,0.05
11.046,-0.01,0.02,-0.02,0.03
11.055,-0.02,0.02,0.01,0.02
11.066,-0.02,0.02,0.01,0.03
11.075,-0.02,0.02,-0.02,0.04
11.085,-0.02,0.02,-0.03,0.04
11.095,-0.02,0.02,-0.02,0.03
11.105,-0.02,0.02,0,0.03
11.115,-0.02,0.02,0,0.03
11.125,-0.02,0.02,-0.02,0.04
11.135,-0.02,0.03,-0.01,0.04
11.145,-0.02,0.02,0,0.03
11.155,-0.02,0.02,0,0.03
11.165,-0.01,0.02,-0.02,0.03
11.175,-0.02,0.03,-0.03,0.04
11.185,-0.01,0.03,-0.02,0.04
11.195,-0.02,0.02,0,0.03
11.205,-0.02,0.02,-0.01,0.03
11.215,-0.02,0.02,-0.02,0.03
11.225,-0.02,0.02,-0.01,0.03
11.235,-0.02,0.02,0,0.03
11.245,-0.03,0.01,0,0.03
11.255,-0.02,0.02,-0.02,0.03
11.265,-0.02,0.02,-0.02,0.04
11.275,-0.01,0.02,0,0.02
11.285,-0.02,0.02,0.01,0.03
11.295,-0.02,0.02,0,0.03
11.304,-0.01,0.02,-0.02,0.03
11.314,-0.01,0.02,-0.03,0.04
11.324,-0.01,0.02,0,0.02
11.335,-0.03,0.02,0,0.03
11.344,-0.02,0.02,0,0.02
11.354,-0.02,0.02,-0.02,0.03
11.364,-0.02,0.02,-0.01,0.03
11.374,-0.02,0.02,-0.01,0.03
11.384,-0.01,0.02,0.01,0.02
11.394,-0.01,0.02,0,0.02
11.404,-0.02,0.02,-0.03,0.04
11.414,-0.02,0.02,-0.02,0.03
11.424,-0.01,0.03,0,0.03
11.434,-0.02,0.02,0,0.03
11.444,-0.01,0.02,-0.01,0.02
11.454,-0.01,0.02,-0.02,0.03
11.464,-0.02,0.02,-0.01,0.02
11.474,-0.02,0.02,0,0.03
11.484,-0.02,0.03,-0.01,0.03
11.494,-0.02,0.03,-0.01,0.03
11.504,-0.01,0.02,-0.01,0.03
11.514,-0.02,0.02,-0.02,0.03
11.524,-0.02,0.01,-0.01,0.03
11.534,-0.02,0.02,-0.01,0.03
11.543,-0.02,0.02,-0.01,0.03
11.553,-0.02,0.02,0,0.03
11.563,-0.01,0.01,-0.01,0.02
11.573,-0.01,0.01,-0.01,0.02
11.583,-0.02,0.02,-0.01,0.03
11.593,-0.01,0.02,-0.01,0.03
11.603,-0.03,0.02,-0.01,0.04
11.613,-0.02,0.02,-0.01,0.03
11.623,-0.02,0.01,-0.01,0.02
11.633,-0.02,0.02,-0.01,0.03
11.643,-0.02,0.02,-0.02,0.03
11.653,-0.05,0.02,-0.01,0.06
11.663,0.02,0.01,0,0.02
11.673,-0.02,0.02,-0.01,0.03
11.683,-0.02,0.02,-0.01,0.03
11.693,-0.02,0.02,-0.01,0.03
11.703,-0.02,0.01,-0.01,0.02
11.713,-0.02,0.01,-0.01,0.03
11.723,-0.02,0.02,0,0.03
11.733,-0.01,0.01,-0.01,0.02
11.743,-0.02,0.01,-0.01,0.02
11.753,-0.02,0.01,-0.01,0.03
11.763,-0.02,0.01,-0.01,0.02
11.773,-0.01,0.02,-0.01,0.03
11.783,-0.02,0.02,-0.01,0.03
11.793,-0.02,0.02,-0.01,0.03
11.802,-0.02,0.03,0,0.04
11.812,-0.02,0.02,-0.01,0.03
11.822,-0.01,0.02,0,0.02
11.832,-0.02,0.02,-0.02,0.04
11.842,-0.03,0.02,0,0.03
11.852,-0.02,0.02,0,0.03
11.862,-0.01,0.02,0,0.02
11.872,-0.02,0.02,-0.01,0.02
11.882,-0.02,0.02,-0.01,0.03
11.892,-0.02,0.01,-0.01,0.03
11.902,-0.02,0.02,0,0.03
11.912,-0.02,0.01,-0.01,0.03
11.922,-0.01,0.02,-0.01,0.02
11.932,-0.02,0.02,-0.01,0.03
11.942,-0.02,0.01,-0.01,0.03
11.952,-0.01,0.02,-0.01,0.02
11.962,-0.02,0.02,-0.01,0.03
11.972,-0.02,0.02,-0.01,0.03
11.982,-0.02,0.02,-0.01,0.03
11.992,-0.02,0.02,-0.02,0.04
12.002,-0.02,0.02,-0.02,0.03
12.01,-0.01,0.02,-0.01,0.02
12.02,-0.01,0.02,0,0.03
12.03,-0.02,0.02,-0.01,0.03
12.04,-0.02,0.02,-0.01,0.03
12.05,-0.02,0.02,-0.01,0.03
12.06,-0.01,0.02,-0.02,0.03
12.07,-0.01,0.02,0,0.02
12.08,-0.02,0.02,-0.01,0.03
12.09,-0.02,0.02,-0.02,0.03
12.1,-0.02,0.02,-0.01,0.03
12.11,-0.01,0.02,-0.01,0.02
12.12,-0.01,0.01,-0.01,0.02
12.13,-0.01,0.01,-0.01,0.02
12.14,-0.02,0.01,-0.02,0.03
12.15,-0.02,0.02,-0.02,0.04
12.16,-0.02,0.02,-0.01,0.03
12.17,-0.01,0.02,-0.02,0.03
12.18,-0.01,0.01,-0.02,0.02
12.19,-0.02,0.02,-0.02,0.03
12.199,-0.01,0.02,-0.02,0.03
12.209,-0.01,0.02,-0.01,0.02
12.219,-0.02,0.02,-0.01,0.03
12.229,-0.02,0.02,0,0.03
12.239,-0.02,0.02,-0.01,0.03
12.249,-0.01,0.01,0,0.02
12.259,-0.02,0.02,-0.01,0.03
12.269,-0.02,0.01,0,0.02
12.279,-0.02,0.01,-0.01,0.03
12.289,-0.02,0.02,-0.02,0.03
12.299,-0.02,0.01,-0.01,0.03
12.309,-0.01,0.01,-0.01,0.02
12.319,-0.02,0.02,-0.02,0.03
12.329,-0.01,0.03,-0.01,0.03
12.339,-0.01,0.01,-0.01,0.02
12.349,-0.01,0.02,0,0.02
12.359,-0.02,0.02,-0.01,0.03
12.37,-0.02,0.01,-0.01,0.03
12.38,-0.02,0.01,-0.01,0.03
12.39,-0.01,0.01,-0.01,0.02
12.4,-0.02,0.01,-0.01,0.03
12.41,-0.02,0.01,-0.02,0.03
12.42,-0.01,0.01,-0.01,0.02
12.43,-0.02,0.01,-0.01,0.02
12.44,-0.03,0.01,-0.01,0.03
12.45,-0.01,0.01,0,0.01
12.46,-0.01,0.02,0,0.02
12.47,-0.01,0.01,-0.01,0.02
12.48,-0.02,0.01,-0.01,0.02
12.49,-0.02,0.01,0,0.02
12.5,-0.01,0.01,-0.01,0.02
12.509,-0.02,0.02,-0.02,0.03
12.519,-0.02,0.01,-0.01,0.03
12.529,-0.02,0.02,-0.02,0.03
12.539,-0.02,0.02,-0.01,0.03
12.549,-0.02,0.01,-0.01,0.02
12.559,-0.02,0.01,-0.01,0.03
12.569,-0.02,0.01,0,0.02
12.579,-0.01,0.02,-0.01,0.02
12.589,-0.01,0.01,0,0.02
12.599,-0.02,0.02,-0.01,0.03
12.609,-0.01,0.01,0,0.02
12.619,-0.01,0.01,-0.01,0.02
12.629,-0.01,0.01,-0.01,0.02
12.639,-0.01,0.02,-0.01,0.02
12.649,-0.02,0.01,-0.01,0.02
12.659,-0.01,0.01,-0.01,0.02
12.669,-0.02,0.01,-0.01,0.02
12.679,-0.02,0.01,-0.02,0.03
12.689,-0.01,0.02,-0.01,0.03
12.699,-0.02,0.02,-0.01,0.03
12.709,-0.02,0.02,0,0.03
12.719,-0.01,0.01,-0.01,0.02
12.729,-0.02,0.01,-0.01,0.03
12.739,-0.02,0.01,-0.01,0.03
12.749,-0.01,0.02,-0.01,0.02
12.758,-0.01,0.01,-0.01,0.02
12.769,-0.02,0.01,-0.02,0.03
12.778,-0.02,0.01,-0.01,0.02
12.788,-0.02,0.02,-0.01,0.03
12.798,-0.02,0.01,-0.01,0.02
12.808,-0.02,0.01,0,0.02
12.818,-0.01,0.02,-0.01,0.02
12.828,-0.02,0.02,-0.02,0.03
12.838,-0.02,0.01,-0.01,0.02
12.848,-0.02,0.01,-0.01,0.02
12.858,-0.02,0.02,-0.01,0.03
12.868,-0.01,0.01,-0.01,0.02
12.878,-0.01,0.02,-0.01,0.02
12.888,-0.01,0.01,-0.01,0.02
12.898,-0.01,0.01,-0.01,0.02
12.908,-0.02,0.01,-0.01,0.03
12.918,-0.02,0.01,-0.01,0.03
12.928,-0.02,0.02,-0.01,0.03
12.938,-0.02,0.01,-0.01,0.03
12.948,-0.02,0.02,-0.02,0.03
12.958,-0.02,0.01,-0.02,0.03
12.968,-0.01,0.02,-0.01,0.02
12.978,-0.02,0.03,-0.01,0.04
12.988,-0.02,0.02,-0.01,0.03
12.998,-0.02,0.01,-0.01,0.02
13.008,-0.02,0.02,-0.01,0.02
13.017,-0.01,0.01,0,0.01
13.027,-0.01,0.01,0,0.02
